linkedin_slug,linkedin_url,company_name,tier,tier_label,primary_keyword,size_bracket,description_snippet,discovery_query,page_found,first_seen_at,resolved_domain,resolve_status,matching_people_count
evergreen-physical-therapy,https://www.linkedin.com/company/evergreen-physical-therapy,Evergreen Physical Therapy,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11–50 Beschäftigte. Hauptsitz: Harrison, Michigan. Art: Personengesellschaft (OHG, KG, GbR etc ... Konza Prairie Community Health Center. Krankenhäuser und ...","site:linkedin.com/company/ ""community health center"" ""11-50""",23,2026-04-17T07:51:30Z,https://ept.org,parking,2
eyecare-consultants,https://www.linkedin.com/company/eyecare-consultants,Eyecare Consultants,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11–50 anställda. Huvudkontor: Scottsdale, Arizona. Adresser. 15033 N Thompson ... (FQHC). Sjukhus och hälsovård. Riverside, CA. EyeCare Partners. Sjukhus och ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",26,2026-04-17T07:54:59Z,https://www.eyecare-consultants.net,ok,2
fqhcit,https://www.linkedin.com/company/fqhcit,FQHC IT,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: Miami, FL. Type: Privately Held. Founded: 2022. Locations. Primary. Miami, FL 33169, US. Get directions. Employees at FQHC IT.","site:linkedin.com/company/ ""FQHC"" ""11-50""",1,2026-04-17T07:54:27Z,https://fqhcit.org,needs_review,2
families-together-inc.,https://www.linkedin.com/company/families-together-inc.,"Families Together, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"Bransje: Ideelle organisasjoner. Bedriftsstørrelse: 11–50 ansatte. Hovedkontor: Topeka, Kansas.","site:linkedin.com/company/ ""community health center"" ""11-50""",2,2026-04-17T07:51:03Z,https://families-together.org,parking,2
family-circle-of-care,https://www.linkedin.com/company/family-circle-of-care,Family Circle of Care,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"... FQHC) in our service area since 2013. FCC's clinics are in tracts ... 51-200 employees. Headquarters: Tyler, Texas. Type: Nonprofit. Founded ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",28,2026-04-17T07:55:35Z,https://family-circle.org,parking,2
family-health-care,https://www.linkedin.com/company/family-health-care,Family Health Care,1A_fqhc,FQHCs / Community Health Centers,FQHC,201-500,"201-500 employees. Headquarters: Baldwin, Michigan. Type: Nonprofit. Founded: 1967 ... FQHC #Michigan. No alternative text description for this image. View ...","site:linkedin.com/company/ ""FQHC"" ""201-500""",22,2026-04-17T07:56:05Z,https://www.hugedomains.com/domain_profile.cfm?d=family-health-care.com,parking,2
familyhconline,https://www.linkedin.com/company/familyhconline,Family Health Clinic,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center that is affiliated with Purdue University ... 51-200 employees. Headquarters: Delphi, Indiana. Type: Nonprofit. Founded ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",10,2026-04-17T07:53:24Z,https://familyhealthclinic.com,parking,2
family-health-services-of-darke-county,https://www.linkedin.com/company/family-health-services-of-darke-county,Family Health Services of Darke County,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employees. Headquarters: Greenville, Ohio. Type: Nonprofit. Locations ... Ph from an ACPE-accredited school of pharmacy Active Ohio pharmacist license (in ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",12,2026-04-17T07:55:14Z,https://familyhealthservices.org,ok,2
first-care-clinic,https://www.linkedin.com/company/first-care-clinic,First Care Clinic,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"We are a 501(c)(3) Nonprofit Federally Qualified Health Center providing healthcare services for people of all ages, regardless of the patient's ability to ...","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",1,2026-04-17T07:53:03Z,https://www.first-care-clinic.com,ok,2
first-choice-community-healthcare,https://www.linkedin.com/company/first-choice-community-healthcare,First Choice Community Healthcare,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201–500 ansatte. Hovedkontor: Albuquerque, NM. Type: Ideell organisasjon ... FIRST CHOICE COMMUNITY HEALTH CENTER. Sykehus og helsetjenester. Lillington ...","site:linkedin.com/company/ ""community health center"" ""201-500""",22,2026-04-17T07:52:51Z,https://firstchoicecommunityhealthcare.com,parking,2
foodandcareut,https://www.linkedin.com/company/foodandcareut,Food and Care Coalition,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"... Community Health Center to additionally provide on-site mental health ... 11-50 employés. Siège social: Provo, Utah. Type: Non lucratif. Fondée en: 1988 ...","site:linkedin.com/company/ ""community health center"" ""11-50""",6,2026-04-17T07:51:08Z,https://foodandcare.org,ok,2
fort-worth-heart-p-a,https://www.linkedin.com/company/fort-worth-heart-p-a,"Fort Worth Heart, P.A.",1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,"51-200 pekerja. Ibu pejabat: Fort Worth, Texas. Jenis: Perkongsian. Ditubuhkan ... Laman yang serupa. North Texas Area Community Health Center, Inc. Amalan ...","site:linkedin.com/company/ ""community health center"" ""51-200""",15,2026-04-17T07:51:59Z,https://fortworthheart.com,ok,2
foundcare-inc.,https://www.linkedin.com/company/foundcare-inc.,"FoundCare, Inc.",1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,201-500 人. 总部: West Palm Beach，Florida. 类型: 非营利机构. 创立: 1985. 地点. 主要 ... Miami Beach Community Health Center. 医院和医疗保健. Miami，FL. Broward ...,"site:linkedin.com/company/ ""community health center"" ""201-500""",8,2026-04-17T07:52:32Z,https://foundcare.org,ok,2
four-rivers-community-health-center,https://www.linkedin.com/company/four-rivers-community-health-center,Four Rivers Community Health Center,1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"51-200 employees. Headquarters: Rolla, Missouri. Type: Nonprofit. Specialties: General Dentistry, Primary Medical Care, Pediatric Medical, Pediatric Dental ...","site:linkedin.com/company/ ""FQHC"" ""51-200""",27,2026-04-17T07:55:34Z,https://www.four-rivers.org,ok,2
gateway-chc-laredo,https://www.linkedin.com/company/gateway-chc-laredo,GATEWAY COMMUNITY HEALTH CENTER INC,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"GATEWAY COMMUNITY HEALTH CENTER INC | 695 followers on LinkedIn. To ... 201-500 employees. Headquarters: LAREDO, Texas. Type: Nonprofit.","site:linkedin.com/company/ ""community health center"" ""201-500""",7,2026-04-17T07:52:31Z,https://gatewaycommunityhealth.com,parking,2
genesis-community-health,https://www.linkedin.com/company/genesis-community-health,Genesis Community Health,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11-50 karyawan. Kantor Pusat: Boynton Beach, Florida. Jenis: Nirlaba. Tahun ... Miami Beach Community Health Center. Rumah Sakit dan Pelayanan Kesehatan.","site:linkedin.com/company/ ""community health center"" ""11-50""",16,2026-04-17T07:51:21Z,https://genesiscommunityhealth.com,needs_review,2
gfh,https://www.linkedin.com/company/gfh,Genesis Family Health,1A_fqhc,FQHCs / Community Health Centers,community health center,51-200,직원 51-200명. 본사: Kansas Garden City. 유형: 비영리. 설립: 1974. 전문 분야: Dental ... 비슷한 페이지. HIGH PLAINS COMMUNITY HEALTH CENTER. 병원·보건. Colorado ...,"site:linkedin.com/company/ ""community health center"" ""51-200""",9,2026-04-17T07:51:52Z,https://www.genesisfamilyhealth.org,title_mismatch,2
georgiamountainshealth,https://www.linkedin.com/company/georgiamountainshealth,"Georgia Mountains Health Services, Inc.",1A_fqhc,FQHCs / Community Health Centers,FQHC,51-200,"FQHC providing primary health, dental and behavioral health care services to ... 51-200 employés. Siège social: Blue Ridge, Georgia. Type: Non lucratif.","site:linkedin.com/company/ ""FQHC"" ""51-200""",15,2026-04-17T07:55:18Z,https://www.georgiamountains.org,ok_loc_only,2
georgia-primary-care-association,https://www.linkedin.com/company/georgia-primary-care-association,Georgia Primary Care Association,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"... FQHC organizations with a total of 330 clinics ... Our team collaborates with FQHC members to ... 11-50 employés. Siège social: Decatur, GA. Type ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",2,2026-04-17T07:54:28Z,https://georgiaprimary.com,ok,2
good-neighbor-health-clinic,https://www.linkedin.com/company/good-neighbor-health-clinic,Good Neighbor Health Clinics,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"11-50 employees. Headquarters: White ... After graduation, Sara even hopes to provide dental care at another free clinic or Federally Qualified Health Center ...","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",4,2026-04-17T07:53:06Z,https://www.hugedomains.com/domain_profile.cfm?d=good-neighbor.com,parking,2
gulf-coast-health-center-inc-,https://www.linkedin.com/company/gulf-coast-health-center-inc-,"Gulf Coast Health Center, Inc.",1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"Gulf Coast Health Center, Inc. is a private, non-profit, Federally Qualified Health Center (FQHC). ... 51–200 anställda. Huvudkontor: Port Arthur, Texas. Typ ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",9,2026-04-17T07:53:23Z,https://gulfcoasthealth.org,parking,2
hrdi,https://www.linkedin.com/company/hrdi,HRDI,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 medarbejdere. Hovedkvarter: Chicago, Illinois. Type: Nonprofit. Grundlagt ... community health center in Chicago's Back of the Yards neighborhood. …","site:linkedin.com/company/ ""community health center"" ""201-500""",29,2026-04-17T07:53:00Z,https://www.hrdi.org,needs_review,2
hamiltonhealthcenter,https://www.linkedin.com/company/hamiltonhealthcenter,Hamilton Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,... Federally Qualified Health Center (FQHC) in ... Hamilton Health Center is the only Federally Qualified Health Center ... 201-500 medarbejdere. Hovedkvarter ...,"site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",13,2026-04-17T07:54:05Z,https://www.hamiltonhealthcenter.com,ok,2
hard-rock-hotel-&-casino-sioux-city,https://www.linkedin.com/company/hard-rock-hotel-&-casino-sioux-city,Hard Rock Hotel & Casino Sioux City,1A_fqhc,FQHCs / Community Health Centers,community health center,201-500,"201-500 עובדים. משרדים ראשיים: Sioux City, IA. סוג: בבעלות פרטית. התמחויות ... Community Health Center and Data Business Equipment, Inc. אין תיאור טקסט ...","site:linkedin.com/company/ ""community health center"" ""201-500""",24,2026-04-17T07:52:54Z,http://hard-rock-hotel.com,title_mismatch,2
hawaii-island-community-health-center,https://www.linkedin.com/company/hawaii-island-community-health-center,Hawai'i Island Community Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,201-500,"... federally qualified health center, serving the diverse communities of Hawai'i Island. We provide medical, dental, and behavioral health care ...","site:linkedin.com/company/ ""federally qualified health center"" ""201-500""",22,2026-04-17T07:54:17Z,https://hawaiiislandcommunityhealthcenter.org,thin_or_dead,2
hitcare,https://www.linkedin.com/company/hitcare,Health Information Technology Care LLC.,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"... FQHC's, RHC's, CHC's, Public Hospitals, and medical practices using NextGen ... 11-50 employees. Headquarters: Petaluma, CA. Type: Privately Held. Founded ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",15,2026-04-17T07:54:43Z,https://health-information.com,needs_review,2
health-note,https://www.linkedin.com/company/health-note,Health Note,1A_fqhc,FQHCs / Community Health Centers,FQHC,Nov-50,"11-50 employees. Headquarters: San Francisco, California. Type ... FQHC #CommunityHealthCenters #PatientSatisfaction #HealthcareInnovation # ...","site:linkedin.com/company/ ""FQHC"" ""11-50""",13,2026-04-17T07:54:41Z,https://www.hugedomains.com/domain_profile.cfm?d=health-note.com,parking,2
healthworks---wyoming,https://www.linkedin.com/company/healthworks---wyoming,HealthWorks - Cheyenne Wyoming,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,Nov-50,"Federally Qualified Health Center in Cheyenne Wyoming. We provide primary ... 11-50 pekerja. Ibu pejabat: Cheyenne, WY. Jenis: Kebajikan. Lokasi. Utama. 2508 ...","site:linkedin.com/company/ ""federally qualified health center"" ""11-50""",5,2026-04-17T07:53:07Z,,none,2
heartlandhealthservices-centralillinois,https://www.linkedin.com/company/heartlandhealthservices-centralillinois,Heartland Health Services - Central Illinois,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"... Federally Qualified Health Center (FQHC), we are dedicated to serving the ... 51-200 employees. Headquarters: Peoria, IL. Type: Nonprofit. Specialties ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",10,2026-04-17T07:53:24Z,https://www.gentivahs.com,title_mismatch,2
henry-j-austin-health-center,https://www.linkedin.com/company/henry-j-austin-health-center,Henry J. Austin Health Center,1A_fqhc,FQHCs / Community Health Centers,federally qualified health center,51-200,"HJAHC is a Federally Qualified Health Center (FQHC). FQHC is a federal ... 51-200 pekerja. Ibu pejabat: Trenton, NJ. Jenis: Kebajikan. Ditubuhkan: 1986 ...","site:linkedin.com/company/ ""federally qualified health center"" ""51-200""",11,2026-04-17T07:53:25Z,https://henryjaustin.org,ok,2
home-guardian,https://www.linkedin.com/company/home-guardian,Home Guardian,1A_fqhc,FQHCs / Community Health Centers,community health center,Nov-50,"11 - 50 zaměstnanců. Ústředí: Chicago, Illinois. Typ: Soukromá společnost ... Podobné stránky. San Diego Community Health Center. Nemocnice a zdravotnictví.","site:linkedin.com/company/ ""community health center"" ""11-50""",14,2026-04-17T07:51:18Z,https://home-guardian.org,parking,2
